Admin Graphql Api Id,Order Number,Billing Address Country,Billing Address First Name,Billing Address Last Name,Billing Address Province,Billing Address Zip,CITY,Currency,Customer Id,Invoice Date,Gateway,Product Id,Product Type,Variant Id,Quantity,Subtotal Price,Total Price Usd,Total Tax
gid://shopify/LineItem/2157883916366,5076,United States,Francesca,Gellibrand,Georgia,66017,SAVANNAH,USD,1192,3/22/25 19:41,shopify_payments,1.50E+11,Walking Shoes,1.47E+12,1,484.13,532.543,48.413
gid://shopify/LineItem/2153115484238,1239,United States,Demetria,Ohanessian,North Carolina,56200,WINSTON SALEM,USD,3587,3/19/25 11:54,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,613.13,674.443,61.313
gid://shopify/LineItem/2160313008206,6485,United States,Nonnah,Couve,Texas,45101,HOUSTON,USD,4592,3/24/25 10:08,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,485.53,534.083,48.553
gid://shopify/LineItem/2159173697614,5760,United States,Daphne,Klimecki,California,79282,SAN JOSE,USD,406,3/23/25 15:30,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,537.13,590.843,53.713
gid://shopify/LineItem/2155168759886,3003,United States,Marci,Coller,Ohio,68727,COLUMBUS,USD,3037,3/20/25 20:51,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,490.13,539.143,49.013
gid://shopify/LineItem/2157294682190,4588,United States,Felicia,O'Duggan,Colorado,66334,AURORA,USD,997,3/22/25 12:36,paypal,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2160544284750,6710,United States,Clerissa,Doel,Kansas,14488,TOPEKA,USD,4485,3/24/25 12:22,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2160320675918,6498,United States,Kennan,Bruinemann,New York,89313,SCHENECTADY,USD,3528,3/24/25 10:13,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,915.93,1007.523,91.593
gid://shopify/LineItem/2160714416206,6857,United States,Clayborn,Devine,Michigan,65036,SAGINAW,USD,4378,3/24/25 14:06,paypal,1.38E+12,Walking Shoes,1.24E+13,1,541.13,595.243,54.113
gid://shopify/LineItem/2161032134734,7096,United States,Steward,Ausiello,District of Columbia,30587,WASHINGTON,USD,2967,3/24/25 17:30,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,482.63,530.893,48.263
gid://shopify/LineItem/2153079767118,1201,United States,Di,Jenkinson,Oregon,11608,PORTLAND,USD,4441,3/19/25 11:31,paypal,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2156286541902,3793,United States,Josias,Clemensen,Tennessee,92596,KINGSPORT,USD,5640,3/21/25 17:17,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2158198325326,5278,United States,Christophe,Dillintone,Iowa,25378,DES MOINES,USD,2254,3/22/25 23:48,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2158641381454,5432,United States,Elden,Joss,California,55331,SAN DIEGO,USD,577,3/23/25 10:01,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2159586934862,6034,United States,Dawn,Gammill,Colorado,49266,DENVER,USD,4310,3/23/25 20:23,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,555.13,610.643,55.513
gid://shopify/LineItem/2160322805838,6502,United States,Ara,Tims,Washington,46424,SEATTLE,USD,4381,3/24/25 10:14,paypal,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2160674406478,6813,United States,Dom,Towl,New York,81386,NEW YORK CITY,USD,5122,3/24/25 13:42,paypal,1.38E+12,Walking Shoes,1.24E+13,1,613.13,674.443,61.313
gid://shopify/LineItem/2152998109262,1122,United States,Tamra,Gabbett,Michigan,35756,BATTLE CREEK,USD,2860,3/19/25 10:29,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,664.73,731.203,66.473
gid://shopify/LineItem/2153735913550,1805,United States,Normie,Parkyns,Virginia,39555,RICHMOND,USD,3008,3/19/25 19:00,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,671.13,738.243,67.113
gid://shopify/LineItem/2157977108558,5153,United States,Toinette,Roger,Ohio,12423,CLEVELAND,USD,5934,3/22/25 20:49,amazon_payments,1.38E+12,Walking Shoes,1.24E+13,1,485.53,534.083,48.553
gid://shopify/LineItem/2159219146830,5787,United States,Rooney,McLay,West Virginia,93410,CHARLESTON,USD,4409,3/23/25 16:00,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,526.13,578.743,52.613
gid://shopify/LineItem/2159389081678,5906,United States,Nat,Paolacci,Texas,22580,HOUSTON,USD,5816,3/23/25 17:51,paypal,1.38E+12,Walking Shoes,1.24E+13,1,548.63,603.493,54.863
gid://shopify/LineItem/2159089025102,5694,United States,Cyb,Gatheral,California,8012,FRESNO,USD,4432,3/23/25 14:34,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,490.13,539.143,49.013
gid://shopify/LineItem/2158934425678,5597,United States,Wes,Sponder,Michigan,59679,MUSKEGON,USD,1854,3/23/25 12:56,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,1041.13,1145.243,104.113
gid://shopify/LineItem/2160741187662,6883,United States,Hew,Parres,Georgia,21606,ATLANTA,USD,3924,3/24/25 14:23,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,531.93,585.123,53.193
gid://shopify/LineItem/2161085218894,7144,United States,Cyndia,Bertwistle,Minnesota,63436,MINNEAPOLIS,USD,4327,3/24/25 18:14,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2161192009806,7233,United States,Parsifal,Sherwill,Texas,76778,LUBBOCK,USD,499,3/24/25 19:37,paypal,1.38E+12,Walking Shoes,1.24E+13,1,613.13,674.443,61.313
gid://shopify/LineItem/2161369579598,7346,United States,Richardo,Hanscombe,Indiana,69574,TERRE HAUTE,USD,435,3/24/25 21:50,paypal,1.38E+12,Walking Shoes,1.24E+13,1,613.13,674.443,61.313
gid://shopify/LineItem/2157828472910,5023,United States,Fayth,Coppo,New York,31206,SYRACUSE,USD,4133,3/22/25 19:00,paypal,1.38E+12,Walking Shoes,1.24E+13,1,717.53,789.283,71.753
gid://shopify/LineItem/2153225683022,1342,United States,Eleanore,Selbie,Nebraska,43109,OMAHA,USD,1627,3/19/25 13:06,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,729.13,802.043,72.913
gid://shopify/LineItem/2154716037198,2524,United States,Tadeas,Forson,Florida,53298,MIAMI,USD,5435,3/20/25 14:38,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2158655504462,5444,United States,Frederick,Mattessen,Washington,58668,SEATTLE,USD,3367,3/23/25 10:09,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,485.53,534.083,48.553
gid://shopify/LineItem/2160274407502,6439,United States,Conrade,Smallthwaite,Minnesota,64237,MAPLE PLAIN,USD,2529,3/24/25 9:40,paypal,1.38E+12,Walking Shoes,1.24E+13,1,547.93,602.723,54.793
gid://shopify/LineItem/2161176969294,7218,United States,Urson,Cushion,California,85834,SAN DIEGO,USD,2242,3/24/25 19:26,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,671.13,738.243,67.113
gid://shopify/LineItem/2161377116238,7350,United States,Pippa,Baldrey,Florida,82949,FORT LAUDERDALE,USD,4763,3/24/25 21:55,shopify_payments,1.38E+12,Cycling Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2157190676558,4481,United States,Lyda,Girardot,California,41369,SACRAMENTO,USD,2564,3/22/25 11:19,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,624.73,687.203,62.473
gid://shopify/LineItem/2159177465934,5763,United States,Sabina,Mosten,New York,28879,NEW YORK CITY,USD,5392,3/23/25 15:32,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,531.93,585.123,53.193
gid://shopify/LineItem/2152098889806,648,United States,Benn,Oakhill,New York,44621,NEW YORK CITY,USD,1871,3/18/25 16:51,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,490.13,539.143,49.013
gid://shopify/LineItem/2154664427598,2466,United States,Kayne,Thying,Florida,96330,NAPLES,USD,6224,3/20/25 13:50,paypal,1.38E+12,Walking Shoes,1.24E+13,1,485.53,534.083,48.553
gid://shopify/LineItem/2153499557966,1559,United States,Clerc,Pennino,New Jersey,40797,TRENTON,USD,1063,3/19/25 16:01,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2158648721486,5440,United States,Celeste,Buessen,Connecticut,70647,WEST HARTFORD,USD,4500,3/23/25 10:06,manual,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2152921333838,1042,United States,Pascal,Ransbury,Florida,39435,JACKSONVILLE,USD,1913,3/19/25 9:17,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,490.13,539.143,49.013
gid://shopify/LineItem/2160811802702,6935,United States,Tabb,Seatter,Texas,40093,AUSTIN,USD,462,3/24/25 15:11,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,671.13,738.243,67.113
gid://shopify/LineItem/2154131226702,2050,United States,Shaina,Arnecke,Texas,25276,DALLAS,USD,4901,3/20/25 1:07,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,565.13,621.643,56.513
gid://shopify/LineItem/2155105583182,2946,United States,Elora,Rowswell,Florida,25633,FORT LAUDERDALE,USD,1934,3/20/25 19:55,amazon_payments,1.38E+12,Walking Shoes,1.24E+13,1,497.13,546.843,49.713
gid://shopify/LineItem/2159214067790,5779,United States,Gratia,Aleshintsev,Illinois,1295,CHICAGO,USD,1220,3/23/25 15:57,paypal,1.38E+12,Walking Shoes,1.24E+13,1,595.13,654.643,59.513
gid://shopify/LineItem/2154506190926,2311,United States,Hagen,Nendick,California,90894,TORRANCE,USD,3788,3/20/25 11:43,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,485.53,534.083,48.553
gid://shopify/LineItem/2154600104014,2399,United States,Layla,O' Mullan,Washington,58332,SEATTLE,USD,2591,3/20/25 12:57,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,539.93,593.923,53.993
gid://shopify/LineItem/2159324266574,5857,United States,Josee,Dowles,Georgia,16538,ALPHARETTA,USD,5913,3/23/25 17:06,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,505.53,556.083,50.553
gid://shopify/LineItem/2157374079054,4666,United States,Sonnnie,Berg,West Virginia,67147,HUNTINGTON,USD,6141,3/22/25 13:35,shopify_payments,1.38E+12,Walking Shoes,1.24E+13,1,749.53,824.483,74.953
gid://shopify/LineItem/2155876876366,3443,United States,Leone,Gaymar,District of Columbia,1367,WASHINGTON,USD,257,3/21/25 12:07,gift_card,1.38E+12,Walking Shoes,1.24E+13,1,493.53,542.883,49.353
gid://shopify/LineItem/2159772172366,6162,United States,Osmond,Praten,New Mexico,86866,ALBUQUERQUE,USD,1761,3/23/25 22:14,shopify_payments,2.35E+12,Walking Shoes,2.11E+13,1,635.13,698.643,63.513
gid://shopify/LineItem/2160365469774,6547,United States,Alyosha,Jezard,California,11889,RIVERSIDE,USD,2318,3/24/25 10:42,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,723.13,795.443,72.313
gid://shopify/LineItem/2159568748622,6023,United States,Ashly,Milligan,Nebraska,9382,OMAHA,USD,3127,3/23/25 20:12,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,517.53,569.283,51.753
gid://shopify/LineItem/2160139075662,6278,United States,Dre,La Batie,Texas,69717,HOUSTON,USD,5140,3/24/25 6:54,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,517.53,569.283,51.753
gid://shopify/LineItem/2160913842254,7004,United States,Tamarra,Antonik,Oregon,55736,PORTLAND,USD,3631,3/24/25 16:09,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,595.93,655.523,59.593
gid://shopify/LineItem/2159171797070,5759,United States,Hyatt,Garrow,Virginia,61550,STERLING,USD,2768,3/23/25 15:28,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,537.13,590.843,53.713
gid://shopify/LineItem/2159378759758,5899,United States,Viviene,Benettelli,Arizona,66379,PHOENIX,USD,4212,3/23/25 17:45,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,537.13,590.843,53.713
gid://shopify/LineItem/2159748382798,6143,United States,Lisetta,Trippitt,Arizona,54969,PHOENIX,USD,2026,3/23/25 21:57,shopify_payments,2.35E+12,Cycling Shoes,2.11E+13,1,635.13,698.643,63.513
